ticket_id,customer,priority,status,hours
000008486,Wonka Foods,medium,in_progress,19.0
000008487,Initech,medium,closed,37.0
000008488,Kord Industries International,medium,closed,28.0
ABC1,Nakatomi Development,urgent,pending,-2
12345,Oscorp Industries,low,in_progress,23.0
000008491,LexCorp Technologies,medium,pending,20.0
000008492,Nakatomi Holdings,medium,closed,24.5
ABC1,Roxxon Industries,high,open,13.0
000008494,Kord Industries International,medium,open,33.0
000008495,Vandelay Trading,medium,closed,13.5
000008496,LexCorp,medium,open,15.5
12345,Hooli Cloud,medium,closed,2.5
000008498,,low,in_progress,0.5
000008499,Massive Dynamic Security,medium,in_progress,3.0
000008500,Wonka Confectionery,high,closed,18.0
000008501,Nakatomi Corporation,medium,open,16.0
000008502,Pied Piper Technologies,high,open,14.5
000008503,Prestige Worldwide,high,in_progress,6.0
000008504,Stark Logistics,medium,closed,11.0
000008505,Grayson Industries,high,closed,23.0
000008506,Soylent Foods,low,closed,0.0
000008507,Aperture Robotics,medium,in_progress,24.0
ABC1,Initech Global,urgent,pending,-2
12345,Gringotts Financial,high,closed,5.0
000008510,Acme Technologies,high,open,3.5
000008511,Grayson Holdings,low,closed,-2
000008512,Wonka Foods International,medium,in_progress,21.0
000008513,Pied Piper,urgent,closed,8.5
000008514,Cyberdyne Systems,medium,closed,40.0
000008515,Kord Industries International,medium,closed,30.0
000008516,Pied Piper Technologies,low,open,27.5
000008517,Globex Solutions,high,closed,9.5
000008518,Roxxon Industries,high,open,22.0
000008519,Acme Manufacturing,low,closed,4.5
000008520,Umbrella,high,closed,10.5
000008521,Stark Defense,low,open,15.5
000008522,Cyberdyne Systems,medium,in_progress,1.5
000008523,Wayne Aerospace,medium,open,16.0
000008524,Wayne Medical,low,in_progress,12.5
000008525,Weyland Aerospace,low,closed,29.0
000008526,Duff Distribution,medium,closed,4.0
000008527,Hooli Cloud,high,open,41
123,Initech Systems,high,in_progress,35.0
000008529,Initech Systems,low,in_progress,37.5
000008530,Sterling Cooper Advertising,low,open,28.0
000008531,Grayson Financial,low,open,10.0
000008532,Stark Energy,low,closed,2.5
000008533,Gringotts,medium,in_progress,14.5
000008534,Wayne Financial,medium,in_progress,38.0
ABC1,Oceanic Travel,urgent,pending,-2
000008536,Roxxon Pharmaceuticals,low,in_progress,10.5
000008537,Hooli Software,low,open,35.5
000008538,Wonka Confectionery,medium,open,14.5
000008539,Lexington Technologies,medium,closed,13.0
000008540,Umbrella Pharmaceuticals,low,in_progress,35.5
000008541,Roxxon Industries,low,open,14.0
000008542,Gekko Capital,medium,in_progress,16.0
000008543,Hooli Communications,high,closed,15.5
000008544,Tyrell Corporation,high,closed,1.0
000008545,Gringotts,medium,in_progress,32.5
000008546,Pied Piper,medium,in_progress,1.5
000008547,Cyberdyne Industries,high,open,13.5
000008548,Oceanic Logistics,low,open,39.0
000008549,Queen Consolidated Labs,medium,closed,41
000008550,Oscorp,medium,open,31.0
000008551,Initech,low,open,16.0
000008552,Queen Consolidated Technologies,high,in_progress,17.5
000008553,Queen Consolidated Technologies,medium,closed,31.0
000008554,Duff Beverages,medium,closed,38.0
000008555,Wayne Technologies,low,closed,8.5
000008556,Wayne Technologies,high,open,18.5
000008557,Gringotts Banking,medium,open,9.0
000008558,Pied Piper,high,pending,12.0
000008559,Nakatomi Holdings,high,in_progress,9.5
000008560,Stark Technologies,high,in_progress,37.0
000008561,Globex,medium,open,37.0
000008562,Roxxon Pharmaceuticals,low,closed,1.0
000008563,,medium,closed,23.5
000008564,Stark Energy,medium,in_progress,18.5
000008565,Soylent Corp,low,in_progress,6.0
000008566,Monarch Research,medium,in_progress,4.0
000008567,Lexington Labs,medium,in_progress,35.0
000008568,Weyland-Yutani Logistics,urgent,closed,24.5
ABC1,Sterling Cooper Partners,low,in_progress,14.0
000008570,Pied Piper Software,low,in_progress,23.0
000008571,Hooli Software,urgent,in_progress,34.0
ABC1,Massive Dynamic International,urgent,pending,-2
000008573,Nakatomi Corporation,low,closed,39.5
000008574,Aperture Science,high,closed,29.0
000008575,Stark Manufacturing,high,closed,12.5
000008576,Vandelay Textiles,medium,open,17.5
000008577,Oceanic Airlines,high,closed,29.0
000008578,Gringotts Financial,medium,closed,21.5
000008579,Vandelay Textiles,low,in_progress,24.5
123,Hooli,high,open,16.0
000008581,Monarch Research,high,in_progress,37.0
000008582,Soylent Corp,urgent,in_progress,1.0
000008583,Weyland Aerospace,medium,closed,39.5
000008584,Dunder Mifflin Paper,low,closed,10.0
000008585,Nakatomi Development,high,in_progress,29.0
000008586,Monarch Solutions,high,in_progress,27.0
000008587,Initech Global,high,open,24.5
000008588,Massive Dynamic Analytics,low,open,26.0
000008589,Monarch Solutions,low,open,16.5
000008590,Aperture Robotics,medium,in_progress,26.5
000008591,Gekko & Co,low,closed,20.5
000008592,Monarch Industries,high,open,35.0
000008593,Cyberdyne Industries,low,closed,35.5
000008594,Wayne Enterprises International,high,closed,10.5
000008595,Cyberdyne Global,low,in_progress,25.5
ABC1,Queen Consolidated Technologies,urgent,pending,-2
000008597,Black Mesa Technologies,medium,open,29.5
000008598,Prestige Worldwide,high,closed,13.5
000008599,Acme Technologies,low,open,33.5
000008600,Tyrell Corporation International,medium,closed,1.0
000008601,Roxxon,medium,in_progress,16.0
000008602,Vehement Capital,medium,in_progress,19.5
12345,Prestige Worldwide,high,in_progress,17.0
000008604,Tyrell Corporation,low,open,7.5
000008605,Initech Digital,medium,open,1.25
000008606,,high,in_progress,10.0
000008607,Nakatomi Development,high,closed,19.5
000008608,Weyland Industries,high,closed,1.25
000008609,Lexington Labs,medium,open,38.0
000008610,Oscorp Industries,medium,closed,40.0
000008611,Monarch Financial,medium,closed,23.0
000008612,Massive Dynamic Analytics,high,in_progress,15.5
000008613,Monarch Technology,low,open,20.5
12345,Grayson Industries,medium,in_progress,37.5
000008615,Black Mesa Security,medium,open,35.5
000008616,Monarch Research,low,in_progress,6.5
000008617,Roxxon Energy,high,open,16.0
123,Monarch Industries,medium,closed,3.5
000008619,Dunder Mifflin,medium,pending,25.0
000008620,Kord Industries,medium,open,28.0
12345,Hooli Ventures,medium,in_progress,29.5
000008622,Oscorp Research,low,closed,18.5
123,Tyrell Biotech,low,in_progress,38.5
000008624,Grayson Financial,high,open,31.0
000008625,Tyrell Robotics,medium,closed,8.5
000008626,Tyrell Industries,medium,open,9.0
000008627,Gringotts Financial,low,open,25.0
000008628,Wayne Medical,high,open,20.0
000008629,Globex International,medium,closed,8.0
000008630,Soylent Corp,medium,closed,29.5
000008631,Sterling Cooper Partners,low,in_progress,2.5
000008632,Wayne Aerospace,high,open,25.0
000008633,Pied Piper,medium,in_progress,22.0
000008634,Vandelay Imports,urgent,open,15.0
000008635,,low,open,8.5
000008636,Gringotts,high,closed,24.5
000008637,Massive Dynamic Security,medium,closed,0.0
000008638,Globex Solutions,medium,open,40.0
000008639,Wonka Chocolate,high,closed,36.0
000008640,Black Mesa Technologies,low,in_progress,10.5
000008641,Nakatomi Development,high,closed,4.5
000008642,Umbrella,medium,in_progress,4.0
000008643,Pied Piper Networks,low,closed,28.5
000008644,Wonka Chocolate,low,closed,28.0
000008645,Massive Dynamic International,medium,closed,22.5
000008646,Stark Defense,low,closed,7.0
000008647,Wonka Industries,medium,open,22.0
000008648,Weyland Aerospace,low,closed,10.0
000008649,Stark Defense,low,in_progress,25.5
000008650,Umbrella Pharmaceuticals,medium,open,8.0
000008651,Nakatomi Security,high,in_progress,37.0
000008652,Kord Industries International,high,closed,11.0
000008653,Duff Distribution,high,closed,38.0
,Monarch Research,low,closed,27.5
000008655,Vandelay Imports,medium,in_progress,22.0
ABC1,Weyland-Yutani,urgent,pending,-2
000008657,LexCorp,high,open,30.0
000008658,Queen Consolidated Labs,high,closed,13.5
000008659,Acme Logistics,urgent,open,17.0
000008660,Black Mesa Technologies,high,in_progress,1.0
000008661,Black Mesa Security,medium,in_progress,10.0
000008662,Umbrella Pharmaceuticals,urgent,open,25.0
000008663,LexCorp,medium,open,27.5
000008664,Grayson Technologies,low,open,8.0
000008665,Globex Manufacturing,medium,open,32.5
ABC1,Acme,urgent,pending,-2
000008667,Cyberdyne Global,high,closed,abc
000008668,,high,in_progress,16.0
000008669,Massive Dynamic Labs,high,in_progress,7.5
000008670,Monarch Research,high,open,31.0
000008671,Grayson Technologies,low,in_progress,0.5
000008672,Stark Industries,medium,in_progress,34.5
000008673,Umbrella,medium,in_progress,32.5
000008674,,medium,open,12.0
000008675,Cyberdyne Systems,medium,open,35.0
000008676,Gekko & Co,high,in_progress,3.0
000008677,Pied Piper Technologies,medium,in_progress,33.0
000008678,Stark Energy,high,in_progress,2.0
000008679,Pied Piper,low,open,6.0
000008680,Acme Technologies,high,closed,26.5
000008681,Queen Consolidated,urgent,open,10.0
000008682,Hooli Media,medium,closed,9.0
000008683,Lexington Labs,high,in_progress,22.0
000008684,Wonka Foods,medium,open,3.0
000008685,Umbrella Pharmaceuticals,high,in_progress,35.5
000008686,Initech Consulting,high,in_progress,20.5
000008687,Acme Logistics,medium,open,37.0
ABC1,Kord Enterprises,urgent,pending,-2
000008689,Acme Technologies,high,closed,31.5
000008690,Cyberdyne Industries,medium,closed,22.5
000008691,Sterling Cooper Partners,high,open,13.5
000008692,Initech Global,urgent,closed,3.5
000008693,Nakatomi Development,high,in_progress,25.0
000008694,Dunder Mifflin,medium,closed,22.5
000008695,Kord Financial,urgent,in_progress,36.0
000008696,Stark Technologies,low,pending,1.0
000008697,Stark Manufacturing,high,in_progress,31.0
000008698,Vehement Capital,low,closed,6.0
000008699,Acme Global,medium,closed,31.0
000008700,Kord Industries International,medium,open,32.0
000008701,Monarch Financial,high,open,36.5
000008702,Vandelay Industries,high,open,23.5
000008703,Cyberdyne Robotics,low,in_progress,30.0
000008704,Sterling Cooper Advertising,high,in_progress,32.5
000008705,Acme Logistics,low,pending,39.0
000008706,Aperture Systems,low,closed,38.0
000008707,Grayson Industries,medium,closed,10.0
000008708,,high,open,5.0
000008709,Wayne Medical,medium,open,34.0
000008710,Vehement Holdings,medium,in_progress,30.0
000008711,Hooli,low,open,32.5
000008712,Oceanic Shipping,medium,pending,1.5
ABC1,Oceanic Travel,urgent,pending,-2
000008714,Globex Corporation International,medium,closed,29.0
000008715,Roxxon Pharmaceuticals,high,open,17.5
,Wonka Confectionery,high,open,39.5
000008717,Vandelay Imports,low,in_progress,7.5
000008718,Stark Energy,high,in_progress,27.0
000008719,Globex Corporation International,high,open,27.0
000008720,Oscorp Medical,high,closed,30.0
000008721,Wayne Financial,low,in_progress,6.0
000008722,,medium,open,35.0
000008723,Grayson Technologies,high,closed,35.5
000008724,Stark Industries,low,pending,34.5
000008725,Prestige Worldwide Entertainment,high,closed,14.0
000008726,,low,open,20.5
000008727,Stark Technologies,low,closed,8.0
000008728,Black Mesa Security,medium,closed,11.5
000008729,Queen Consolidated Labs,medium,closed,21.5
000008730,Pied Piper,urgent,in_progress,33.5
000008731,Dunder Mifflin,medium,pending,19.5
000008732,Queen Industries,high,closed,12.0
000008733,Cyberdyne Global,medium,in_progress,34.0
000008734,Vehement Technologies,medium,open,1.0
000008735,Hooli Communications,medium,closed,40.0
000008736,Massive Dynamic International,low,closed,32.0
000008737,Gringotts Financial,medium,closed,3.5
000008738,Initech Global,high,in_progress,15.5
000008739,Globex Solutions,high,closed,15.0
000008740,Soylent Corp,low,pending,19.5
000008741,Globex International,high,in_progress,abc
000008742,Wonka Foods International,high,closed,33.5
000008743,Monarch Solutions,high,in_progress,33.0
000008744,Sterling Cooper Media,high,closed,5.0
000008745,Globex Corporation International,medium,in_progress,18.5
000008746,Oscorp Research,high,open,4.0
000008747,,medium,in_progress,28.0
000008748,Black Mesa Technologies,high,open,5.5
000008749,Tyrell Biotech,low,closed,31.0
000008750,Queen Consolidated,medium,in_progress,12.5
000008751,Cyberdyne Global,medium,closed,18.5
000008752,Tyrell Corporation International,high,closed,29.5
000008753,Duff Beverages,high,in_progress,40.0
ABC1,Wayne Financial,urgent,pending,-2
000008755,Wayne Enterprises,low,open,16.0
12345,Tyrell Robotics,high,closed,38.0
000008757,Black Mesa,medium,closed,abc
000008758,Cyberdyne Global,low,pending,25.0
123,Umbrella,high,in_progress,0.5
000008760,Sterling Cooper Advertising,high,in_progress,30.5
000008761,Stark Manufacturing,low,in_progress,11.0
000008762,Oceanic Travel,high,in_progress,37.5
000008763,Initech Digital,medium,in_progress,8.0
000008764,Pied Piper Networks,low,open,22.0
ABC1,Roxxon,urgent,pending,-2
000008766,Initech Systems,high,open,16.0
000008767,Stark Logistics,medium,open,27.5
000008768,Hooli Media,high,closed,31.5
000008769,Queen Consolidated Labs,high,open,24.5
000008770,Black Mesa Technologies,high,closed,20.5
000008771,Monarch Solutions,low,pending,37.5
000008772,Acme Manufacturing,low,closed,30.5
,Initech Systems,high,open,26.0
000008774,Initech Consulting,medium,closed,26.0
000008775,Weyland Aerospace,high,closed,30.0
000008776,Nakatomi Corporation,urgent,open,10.5
000008777,Umbrella Research,medium,closed,32.0
000008778,Kord Enterprises,high,open,13.5
ABC1,Aperture Systems,urgent,pending,-2
ABC1,Gekko Investments,urgent,pending,-2
000008781,Queen Consolidated Energy,medium,open,20.0
000008782,Prestige Worldwide Entertainment,high,open,3.5
000008783,Globex Solutions,high,in_progress,14.0
000008784,Tyrell Research,medium,closed,17.0
000008785,Acme Technologies,high,in_progress,4.5
ABC1,Wayne Technologies,urgent,pending,-2
000008787,Weyland Industries,high,closed,15.0
000008788,Globex Corporation International,urgent,open,28.0
000008789,Tyrell Research,medium,open,37.0
000008790,Vandelay Industries,high,closed,4.0
000008791,Weyland-Yutani Logistics,medium,closed,13.5
000008792,Prestige Worldwide,high,closed,12.5
000008793,Cyberdyne Industries,low,closed,4.5
000008794,Gringotts,medium,in_progress,29.5
000008795,Gringotts,medium,in_progress,6.5
ABC1,Roxxon Pharmaceuticals,urgent,pending,-2
000008797,Grayson Technologies,high,closed,23.0
000008798,Monarch Technology,high,open,38.0
000008799,Kord Industries International,medium,closed,29.0
000008800,Prestige Worldwide,medium,closed,19.0
000008801,Cyberdyne Global,high,open,30.0
000008802,Initech Systems,high,pending,38.5
000008803,Vehement Capital,medium,closed,35.0
000008804,Duff Beverages,low,open,41
000008805,Sterling Cooper,low,open,25.0
000008806,Oscorp Industries,medium,closed,26.5
000008807,Duff Brewing,low,closed,abc
ABC1,Weyland Aerospace,urgent,pending,-2
000008809,Monarch Solutions,high,closed,11.0
000008810,Stark Defense,low,in_progress,37.5
000008811,Oceanic Shipping,low,closed,27.5
000008812,Roxxon Pharmaceuticals,medium,in_progress,38.0
000008813,,high,closed,23.0
000008814,Monarch Financial,high,closed,1.5
000008815,Wayne Aerospace,low,open,9.5
000008816,Grayson Financial,high,open,38.5
000008817,Stark Logistics,medium,open,34.5
000008818,Roxxon Industries,high,closed,6.5
000008819,Oscorp Industries,medium,in_progress,26.0
000008820,Monarch Industries,medium,in_progress,19.5
000008821,Weyland Aerospace,medium,closed,17.5
000008822,Monarch Financial,low,closed,9.5
000008823,Kord Enterprises,low,open,7.5
000008824,Sterling Cooper Advertising,high,in_progress,3.0
000008825,Massive Dynamic,high,closed,20.0
000008826,Gringotts Financial,medium,open,21.5
000008827,Umbrella,medium,in_progress,0.5
000008828,Massive Dynamic International,high,pending,26.5
000008829,Globex Manufacturing,medium,closed,27.5
000008830,Dunder Mifflin Paper,medium,pending,35.0
000008831,Kord Financial,high,closed,24.5
000008832,Kord Enterprises,low,open,19.0
000008833,Wonka Foods International,medium,in_progress,36.5
000008834,Queen Industries,low,closed,36.5
000008835,Kord Industries,low,in_progress,27.5
000008836,Oceanic Logistics,high,open,39.0
000008837,Vehement Holdings,low,open,13.5
000008838,Weyland Industries,high,in_progress,31.5
000008839,Prestige Worldwide Media,low,closed,10.5
000008840,Vandelay Trading,urgent,closed,0.0
000008841,Acme Technologies,low,in_progress,30.5
000008842,Tyrell Corporation International,medium,open,38.0
000008843,,high,closed,28.5
000008844,Tyrell Robotics,medium,open,36.5
000008845,Duff Distribution,high,open,38.5
000008846,Cyberdyne Research,medium,closed,14.5
000008847,Roxxon Pharmaceuticals,low,in_progress,28.0
000008848,Roxxon Industries,medium,in_progress,28.5
000008849,Vehement Technologies,high,in_progress,22.0
000008850,Gekko Investments,medium,open,15.5
ABC1,Stark Industries International,urgent,pending,-2
000008852,Grayson Holdings,low,closed,15.5
000008853,Duff Distribution,low,closed,30.5
000008854,Duff Beverages,medium,closed,15.0
000008855,Monarch Industries,low,open,14.0
000008856,Sterling Cooper Partners,medium,closed,23.5
000008857,Oscorp,high,open,35.0
000008858,Pied Piper Networks,medium,closed,23.5
000008859,Stark Industries International,low,open,11.5
000008860,Oceanic Airlines,high,open,3.5
000008861,Umbrella,medium,closed,22.0
000008862,Cyberdyne Research,low,closed,20.5
000008863,Wonka Confectionery,low,closed,36.0
000008864,Roxxon Energy,urgent,closed,11.5
000008865,Gringotts Banking,low,open,12.0
000008866,Grayson Technologies,low,closed,21.5
000008867,Stark Defense,low,in_progress,23.5
000008868,Gringotts Banking,medium,in_progress,34.5
ABC1,Hooli Software,urgent,pending,-2
000008870,Massive Dynamic Security,low,in_progress,31.0
000008871,Oscorp Research,high,closed,32.0
000008872,Hooli Cloud,low,in_progress,30.0
000008873,Soylent Nutrition,medium,open,3.0
000008874,Gringotts Banking,medium,open,37.0
000008875,Sterling Cooper Partners,high,open,27.5
000008876,Oceanic Shipping,low,in_progress,31.5
000008877,Weyland Aerospace,high,closed,21.0
000008878,Gringotts,high,in_progress,18.5
000008879,Roxxon Pharmaceuticals,high,open,28.0
000008880,Monarch Research,low,in_progress,1.5
000008881,Stark Industries,medium,in_progress,14.5
000008882,Kord Industries,medium,closed,9.0
000008883,Monarch Industries,medium,closed,24.5
000008884,Black Mesa Technologies,high,closed,5.0
000008885,Initech Digital,medium,open,4.0
000008886,Duff Distribution,low,in_progress,35.0
000008887,Wonka Foods International,low,closed,20.0
000008888,Hooli Cloud,medium,in_progress,2.0
000008889,Nakatomi Development,medium,open,31.5
000008890,Prestige Worldwide Media,low,in_progress,35.0
000008891,Roxxon Pharmaceuticals,low,in_progress,25.0
000008892,Duff Beverages,low,closed,33.0
000008893,Umbrella Research,low,closed,1.5
000008894,Wonka Foods,low,closed,38.5
000008895,Initech Systems,low,open,34.0
000008896,Grayson Holdings,high,pending,35.0
000008897,Initech Systems,medium,in_progress,21.0
000008898,Acme Global,high,open,7.0
000008899,Globex Corporation International,low,closed,5.0
000008900,Sterling Cooper,medium,open,0.0
000008901,Umbrella Medical,high,open,36.0
12345,Queen Consolidated Technologies,medium,in_progress,13.5
000008903,Nakatomi Development,low,closed,33.0
000008904,Initech Digital,medium,open,12.5
000008905,Initech Digital,medium,in_progress,26.0
000008906,Monarch Research,urgent,closed,23.5
000008907,Hooli Media,low,in_progress,20.5
000008908,Acme,medium,in_progress,28.0
000008909,Stark Technologies,medium,open,18.5
ABC1,Aperture Robotics,urgent,pending,-2
000008911,Nakatomi Development,high,open,1.5
000008912,Duff Distribution,medium,in_progress,28.5
000008913,Nakatomi Security,urgent,in_progress,18.5
000008914,Lexington Labs,low,in_progress,1.0
000008915,Wonka Chocolate,urgent,closed,5.0
000008916,,high,closed,37.0
000008917,Queen Consolidated Energy,low,pending,7.5
000008918,Wonka Chocolate,low,closed,23.0
000008919,Wayne Aerospace,low,open,18.0
,Wayne Construction,medium,in_progress,22.5
ABC1,Gringotts Financial,medium,in_progress,19.0
000008922,Duff Beverages,low,closed,-2
000008923,Kord Financial,medium,in_progress,19.5
000008924,Black Mesa Technologies,medium,in_progress,22.0
000008925,Vehement Technologies,low,in_progress,14.0
000008926,Lexington Technologies,low,in_progress,13.5
000008927,Oscorp Medical,low,open,19.0
000008928,Dunder Mifflin Consulting,high,open,31.0
000008929,Pied Piper Technologies,urgent,closed,4.0
000008930,Vandelay Imports,medium,closed,39.0
000008931,Tyrell Robotics,medium,in_progress,15.5
000008932,Vandelay Industries,low,in_progress,2.0
000008933,Dunder Mifflin Paper,high,in_progress,35.0
000008934,Grayson Financial,high,pending,26.5
000008935,Prestige Worldwide Media,low,closed,0.5
000008936,Wayne Technologies,low,in_progress,28.0
12345,Umbrella Global,high,closed,13.0
000008938,Nakatomi Development,low,closed,26.0
000008939,Massive Dynamic International,low,open,1.0
000008940,Kord Industries International,medium,closed,38.5
,Initech Systems,high,open,23.0
000008942,Oscorp Research,medium,closed,24.5
000008943,Umbrella Research,medium,open,7.0
000008944,,low,closed,6.5
000008945,Nakatomi Development,medium,closed,11.0
000008946,Massive Dynamics,high,closed,31.5
000008947,Cyberdyne Global,medium,closed,17.5
000008948,Monarch Global,low,in_progress,36.0
000008949,Vandelay Textiles,low,closed,14.5
000008950,Weyland-Yutani,medium,closed,6.0
000008951,Vandelay Industries,medium,open,24.0
000008952,Black Mesa,medium,closed,28.5
000008953,Acme Technologies,urgent,open,16.5
000008954,Umbrella Research,low,closed,16.5
000008955,Vehement Holdings,high,in_progress,32.0
000008956,Grayson Industries,high,closed,38.0
000008957,Umbrella Research,medium,open,36.5
000008958,Wonka Chocolate,low,in_progress,29.5
000008959,Acme Manufacturing,high,in_progress,31.0
000008960,Wayne Financial,low,in_progress,12.0
000008961,Oscorp Industries,medium,open,38.0
000008962,Oscorp Research,high,open,19.5
000008963,Prestige Worldwide Entertainment,high,closed,0.0
000008964,Oscorp Medical,medium,in_progress,7.5
000008965,Globex Manufacturing,medium,open,10.5
000008966,Roxxon,low,closed,12.0
000008967,Oscorp Research,medium,closed,24.5
ABC1,Aperture Systems,low,closed,9.5
000008969,Roxxon,high,closed,22.0
000008970,Initech,urgent,in_progress,22.5
000008971,Gekko Investments,low,closed,21.5
000008972,Monarch Research,high,in_progress,abc
000008973,Roxxon Industries,low,in_progress,0.5
000008974,Gringotts Banking,low,open,25.0
ABC1,Soylent Foods,urgent,pending,-2
000008976,Aperture Science,high,open,15.5
000008977,,low,closed,15.5
ABC1,Tyrell Robotics,urgent,pending,-2
000008979,Vandelay Trading,medium,in_progress,21.0
000008980,Dunder Mifflin Consulting,low,in_progress,18.5
000008981,Stark Industries International,medium,in_progress,29.0
000008982,Cyberdyne Global,high,open,36.5
000008983,Oscorp Industries,low,open,26.5
000008984,Black Mesa Security,low,in_progress,25.5
000008985,Globex Manufacturing,high,in_progress,0.0
000008986,Aperture Robotics,low,closed,27.0
000008987,Nakatomi Development,low,open,2.0
12345,Hooli Software,low,in_progress,13.0
000008989,Umbrella,medium,open,19.0
000008990,,high,in_progress,34.0
000008991,Sterling Cooper,high,closed,-2
000008992,,medium,in_progress,0.5
000008993,Wayne Financial,high,open,7.5
000008994,Pied Piper Technologies,high,in_progress,39.0
000008995,Roxxon Pharmaceuticals,low,open,7.0
000008996,LexCorp Financial,high,closed,34.5
000008997,Gekko Investments,medium,open,16.5
000008998,Duff Distribution,high,open,1.0
000008999,Umbrella Medical,low,in_progress,26.5
000009000,Stark Logistics,high,closed,22.5
ABC1,Hooli Software,urgent,pending,-2
ABC1,Grayson Industries,urgent,pending,-2
000009003,Kord Industries,medium,open,35.0
000009004,Kord Industries,medium,in_progress,6.0
000009005,Kord Enterprises,medium,open,26.5
123,Prestige Worldwide,high,closed,2.0
000009007,Umbrella Global,medium,in_progress,1.0
000009008,Roxxon Industries,low,open,36.0
000009009,Duff Beverages,high,closed,11.5
000009010,Initech Digital,high,closed,26.5
000009011,Massive Dynamic,high,open,26.5
000009012,Lexington Technologies,high,in_progress,10.0
000009013,,medium,open,30.0
000009014,Oceanic Shipping,low,closed,-2
123,Initech,high,open,1.5
000009016,Lexington Technologies,low,closed,2.5
000009017,Globex Solutions,high,closed,31.5
000009018,Oscorp Research,high,closed,39.5
000009019,Wayne Enterprises International,high,in_progress,10.5
123,Oceanic Logistics,medium,open,34.0
000009021,Hooli Ventures,high,open,11.0
000009022,Oceanic Shipping,urgent,in_progress,11.0
000009023,Gekko & Co,medium,in_progress,15.5
000009024,Oceanic Travel,medium,closed,18.5
000009025,Black Mesa,high,in_progress,25.5
000009026,Gekko Investments,high,closed,29.0
000009027,Gringotts,medium,in_progress,36.5
000009028,Stark Manufacturing,medium,pending,25.5
000009029,Gekko Capital,low,closed,22.0
000009030,Roxxon Pharmaceuticals,high,open,17.5
000009031,Weyland-Yutani Logistics,high,open,34.5
000009032,Vandelay Industries,low,in_progress,31.5
000009033,Hooli,high,in_progress,3.0
000009034,Wonka Chocolate,medium,open,6.0
000009035,LexCorp,low,closed,37.5
000009036,Acme,medium,open,13.0
000009037,Stark Defense,high,closed,37.0
000009038,Stark Industries,low,open,5.0
000009039,Wonka Industries,low,in_progress,12.5
000009040,Nakatomi Holdings,medium,open,0.0
000009041,Wayne Aerospace,low,open,24.5
ABC1,Acme Global,urgent,pending,-2
000009043,Kord Financial,medium,open,14.5
000009044,,medium,open,35.0
ABC1,Globex,urgent,pending,-2
000009046,Cyberdyne Global,medium,closed,29.5
000009047,Queen Consolidated Labs,low,closed,7.0
000009048,Globex Corporation International,medium,open,35.0
000009049,Initech,low,pending,26.0
000009050,Wayne Medical,high,closed,10.0
000009051,Roxxon Energy,medium,in_progress,23.5
000009052,Stark Energy,urgent,closed,11.5
000009053,Wonka Industries,low,in_progress,1.25
000009054,Dunder Mifflin,low,closed,26.5
000009055,Initech Digital,low,open,18.5
000009056,Oscorp Industries,medium,closed,28.0
000009057,Aperture Labs,high,closed,37.0
000009058,,low,closed,21.5
000009059,Black Mesa Security,high,pending,39.5
000009060,Dunder Mifflin Logistics,low,closed,7.5
000009061,Massive Dynamic Analytics,high,in_progress,33.5
000009062,Wonka Chocolate,medium,in_progress,35.0
000009063,Dunder Mifflin,medium,open,20.0
000009064,Wonka Chocolate,low,open,16.5
ABC1,Initech Consulting,urgent,pending,-2
000009066,Gringotts Financial,medium,closed,26.5
000009067,LexCorp,high,open,28.0
000009068,Gringotts Banking,high,closed,-2
000009069,Monarch Research,high,closed,19.5
000009070,Duff Distribution,high,open,34.5
000009071,Globex,low,closed,0.0
000009072,Nakatomi Corporation,medium,closed,5.5
000009073,Grayson Holdings,low,open,2.0
000009074,,medium,open,34.0
000009075,Gekko Capital,high,in_progress,5.5
000009076,Wonka Industries,low,closed,30.0
000009077,Pied Piper Software,medium,closed,0.5
000009078,Acme Global,urgent,in_progress,20.0
000009079,Monarch Research,high,open,28.0
000009080,Lexington Labs,medium,open,7.5
000009081,Cyberdyne Robotics,low,closed,11.0
000009082,Monarch Solutions,low,closed,30.0
000009083,Vandelay Trading,high,closed,27.5
12345,Queen Consolidated Technologies,low,open,14.5
000009085,Oceanic Travel,low,in_progress,4.5
000009086,Initech Digital,high,closed,25.5
ABC1,Pied Piper Networks,urgent,pending,-2
000009088,Lexington Labs,low,closed,27.0
000009089,Kord Industries,low,closed,18.0
000009090,Oscorp Research,low,open,6.0
000009091,Stark Manufacturing,high,closed,0.5
000009092,Monarch Financial,high,closed,6.5
000009093,,medium,in_progress,6.5
000009094,Vandelay Trading,high,closed,15.0
000009095,Umbrella,medium,in_progress,38.0
000009096,Tyrell Corporation,high,closed,34.0
000009097,Monarch Financial,medium,in_progress,24.0
000009098,Monarch Global,urgent,open,0.5
000009099,Monarch Financial,high,pending,18.0
000009100,Weyland Aerospace,low,open,17.0
000009101,Stark Defense,high,in_progress,38.5
000009102,Stark Energy,high,closed,2.0
000009103,Umbrella Medical,urgent,closed,9.5
000009104,LexCorp,high,in_progress,30.5
000009105,Duff Distribution,low,closed,0.0
000009106,Dunder Mifflin Paper,medium,open,5.0
000009107,Wonka Chocolate,high,closed,39.5
000009108,Globex Corporation International,high,closed,17.0
000009109,Pied Piper Software,low,in_progress,1.0
000009110,Sterling Cooper Advertising,low,in_progress,22.0
000009111,Globex Corporation International,low,in_progress,4.0
